"id","year","cntry","income","loginc","weights","Father_Edu","Mother_Edu","Sex","Birth_Area","Religion"
8705,2011,"NPL",668.012259791561,9.49175237483196,1318.86572265625,1,1,0,7,1
8706,2011,"NPL",2254.70014994654,10.7110045429115,1025.41052246094,2,1,1,7,1
8707,2011,"NPL",6134.98879871497,11.6859259373384,1318.57263183594,2,2,1,7,1
8708,2011,"NPL",2248.86242903028,10.7110045429115,1025.41052246094,1,1,0,7,1
8709,2011,"NPL",551.322205941048,9.25599703564438,1318.86572265625,1,1,0,7,1
8710,2011,"NPL",3291.33970386683,11.0756835609912,1261.67138671875,2,1,0,7,1
8711,2011,"NPL",3535.21330876581,11.1562505210315,1318.57287597656,1,1,1,7,1
8712,2011,"NPL",5009.56258275708,11.5007013167284,921.877136230469,1,1,0,7,1
8713,2011,"NPL",1139.97737850958,10.0315952635453,1318.57287597656,2,1,0,7,1
8714,2011,"NPL",1703.77815129025,10.4114499160429,1539.33215332031,1,1,0,7,1
8715,2011,"NPL",5689.31112125338,11.6385207510658,1261.67126464844,2,1,0,7,5
8716,2011,"NPL",88.3240103250685,7.47384355402448,1261.67138671875,2,1,0,7,1
8717,2011,"NPL",1662.54025138696,10.3338302075737,1261.67138671875,1,1,0,7,1
8718,2011,"NPL",1418.57214554131,10.1693090547379,1318.86572265625,1,1,1,7,1
8719,2011,"NPL",24996.4841373748,13.1186667590512,963.453857421875,2,2,0,7,1
8720,2011,"NPL",6785.92585649356,11.8063876751934,456.422241210938,2,1,0,7,1
8721,2011,"NPL",2279.0468924062,10.7189584533857,1261.67126464844,1,1,0,7,1
8722,2011,"NPL",1562.94051531662,10.3400458742575,1318.86560058594,1,1,0,7,1
8723,2011,"NPL",1380.6373734289,10.1299058099411,1318.86572265625,1,1,1,7,1
8724,2011,"NPL",865.734985903859,9.7374437016627,1318.86572265625,1,1,1,7,1
8725,2011,"NPL",742.819026979703,9.5709492971155,1261.67138671875,1,1,1,7,1
8726,2011,"NPL",1196.15835332461,10.0350205308758,1318.86560058594,1,1,1,7,1
8727,2011,"NPL",614.696693761913,9.40685056785698,1261.67138671875,1,1,0,7,1
8728,2011,"NPL",1040.32831596708,9.91486170992805,1261.67138671875,1,1,1,7,1
8729,2011,"NPL",3577.37889927597,11.1562505210315,1318.57287597656,1,1,0,7,1
8730,2011,"NPL",6892.84255771209,11.8121037025604,436.725891113281,5,2,1,7,1
8731,2011,"NPL",7278.90651953973,11.8635823365834,949.032897949219,2,2,1,7,1
8732,2011,"NPL",693.898033405617,9.53580097075503,1261.67138671875,1,1,0,7,1
8733,2011,"NPL",4720.39876532149,11.3883802459968,1261.67126464844,1,1,1,7,1
8734,2011,"NPL",831.578834309815,9.60977090651878,1318.86560058594,1,1,1,7,1
8735,2011,"NPL",7429.10176261594,11.9059849997443,678.582458496094,1,1,1,8,1
8736,2011,"NPL",1747.54945210052,10.4592272973921,1318.86572265625,2,1,0,8,1
8737,2011,"NPL",2211.2692610044,10.6402555302029,990.8076171875,1,1,0,8,1
8738,2011,"NPL",826.528803770207,9.63496299092669,991.027648925781,1,1,0,8,1
8739,2011,"NPL",373.331175493198,8.90622169974304,991.027587890625,1,1,0,8,1
8740,2011,"NPL",916.500700183978,9.79978619695645,991.027648925781,1,1,1,8,1
8741,2011,"NPL",492.928997158791,9.18781099016259,990.807556152344,1,1,0,8,1
8742,2011,"NPL",1758.03414133295,10.4576731011891,990.807556152344,1,1,0,8,1
8743,2011,"NPL",220.209782404376,8.34273085107417,991.027648925781,1,1,1,8,1
8744,2011,"NPL",1178.27200206179,10.0534302474644,990.807556152344,1,1,0,8,1
8745,2011,"NPL",603.438609221056,9.39159870436183,990.8076171875,1,1,0,8,1
8746,2011,"NPL",533.589992891049,9.26532621250098,990.807556152344,1,1,0,8,1
8747,2011,"NPL",506.019467252661,9.21035679723909,963.453796386719,1,1,0,8,1
8748,2011,"NPL",903.728218594126,9.79978619695645,991.027648925781,1,1,0,8,1
8749,2011,"NPL",1713.10084006111,10.413630443293,456.523651123047,2,1,0,8,1
8750,2011,"NPL",656.503965016241,9.38653400696629,990.807556152344,1,1,1,8,1
8751,2011,"NPL",3918.5173269463,11.2501362391257,678.582458496094,2,2,0,8,1
8752,2011,"NPL",3577.79803904778,11.1164766334395,1318.86560058594,1,1,0,8,1
8753,2011,"NPL",775.939757083614,9.63332954452182,991.027709960938,2,1,0,8,1
8754,2011,"NPL",2398.15286503791,10.7752788431068,963.667846679688,2,1,0,8,1
8755,2011,"NPL",1666.13061774362,10.3921240824909,991.027648925781,1,1,0,8,1
8756,2011,"NPL",788.077631462452,9.61327423371684,991.027709960938,1,1,0,8,1
8757,2011,"NPL",216.721549073284,8.34273085107417,991.027648925781,1,1,0,8,1
8758,2011,"NPL",1127.94963655919,9.99576904104336,990.8076171875,2,1,0,8,1
8759,2011,"NPL",396.55490367246,8.90622169974304,991.027587890625,2,1,0,8,1
8760,2011,"NPL",380.718133309596,8.90622169974304,991.027587890625,2,1,0,8,1
8761,2011,"NPL",8967.26641135782,12.0805595264111,963.667846679688,2,1,1,8,1
